Cable type (Backhaul/Subsea),On-Net,Cable Network,Cable Segment,Segment,A PoP,A-end Country,A PoP Status,A Pop Type,Z PoP,B-end Country,Z PoP Status,Z Pop Type,Product,RTD(ms),Weight,Supplier/Provider,"1 Akoranga Drive, Northcote, Auckland 0627, New Zealand"
Subsea,Yes,APCN2 CABLE NETWORK,APCN2 S8C & S8S [BTG KTG],APCN2 S8C & S8S [BTG KTG],KTLS,SINGAPORE,In Service,Telstra International POP,BTGA,PHILIPPINES,In Service,Carrier - Cable Station,VR,28,20,Consortium,
Subsea,Yes,C2C CABLE NETWORK,C2C EXPRESS MAIN RING 1 (C2CEXMR001),C2C EXPRESS MAIN RING 1 (C2CEXMR001),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C EXPRESS MAIN RING 2 (C2CEXMR002),C2C EXPRESS MAIN RING 2 (C2CEXMR002),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C EXPRESS MAIN RING 3 (C2CEXMR003),C2C EXPRESS MAIN RING 3 (C2CEXMR003),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C EXPRESS MAIN RING 3 (C2CEXMR003) DIAGRAM,C2C EXPRESS MAIN RING 3 (C2CEXMR003) DIAGRAM,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C HK CLS,C2C HK CLS,HKCK,HONG KONG,In Service,Telstra International POP,HKCC,HONG KONG,In Service,Telstra International POP,EK,0.299,10,Telstra International,this should be backhaul
Subsea,Yes,C2C CABLE NETWORK,C2C MAIN RING1,C2C MAIN RING1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C MAIN RING4 (NO TRAFFIC IN THIS RING),C2C MAIN RING4 (NO TRAFFIC IN THIS RING),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C MAIN RING#5 (C2CMR0005),C2C MAIN RING#5 (C2CMR0005),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C MAIN RING#5 (C2CMR0005)- PROTECT,C2C MAIN RING#5 (C2CMR0005)- PROTECT,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C MAIN RING#6 (C2CMR0006),C2C MAIN RING#6 (C2CMR0006),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C NORTH RING 3P,C2C NORTH RING 3P,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C NORTH RING1,C2C NORTH RING1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C NORTH RING2,C2C NORTH RING2,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C NORTH RING3,C2C NORTH RING3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG1,C2C OCG1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG2,C2C OCG2,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG3,C2C OCG3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG4,C2C OCG4,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG9,C2C OCG9,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C OCG10,C2C OCG10,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 1 (HKCC - PNMA),C2C(1),PNMA,PHILIPPINES,In Service,Telstra International POP,HKCC,HONG KONG,In Service,Telstra International POP,EK,13.26,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 2AB (HKCC - FGCC),C2C(2AB),HKCC,HONG KONG,In Service,Telstra International POP,FGCC,TAIWAN,In Service,Telstra International POP,EK,7.506,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 2AC (HKCC - TTTJ),C2C(2AC),TTTJ,TAIWAN,In Service,Telstra International POP,HKCC,HONG KONG,In Service,Telstra International POP,EK,16.583,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 2AC+3A+3B,C2C(2AC+3A+3B),PUCC,KOREA SOUTH,In Service,Telstra International POP,HKCC,HONG KONG,In Service,Telstra International POP,EK,42.065,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 2BC (FGCC - TTTJ),C2C(2BC),TTTJ,TAIWAN,In Service,Telstra International POP,FGCC,TAIWAN,In Service,Telstra International POP,EK,11.303,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 3A (CFLC - TTTJ),C2C(3A),TTTJ,TAIWAN,In Service,Telstra International POP,CFLC,CHINA,In Service,Telstra International POP,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 3A+3B,C2C(3A+3B),TTTJ,TAIWAN,In Service,Telstra International POP,PUCC,KOREA SOUTH,In Service,Telstra International POP,EK,23.256,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 3A+3B+3C,C2C(3A+3B+3C),TTTJ,TAIWAN,In Service,Telstra International POP,JSOM,JAPAN,In Service,Telstra International POP,EK,40.982,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 3B (CFLC - PUCC),C2C(3B),PUCC,KOREA SOUTH,In Service,Telstra International POP,CFLC,CHINA,In Service,Telstra International POP,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 3C (PUCC - SMCC),C2C(3C),SMCC,JAPAN,In Service,Telstra International POP,PUCC,KOREA SOUTH,In Service,Telstra International POP,EK,17.726,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 4 (CHCC - SMCC),C2C(4),SMCC,JAPAN,In Service,Telstra International POP,CHCC,JAPAN,In Service,Telstra International POP,EK,39.4,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 5 (CHCC - PNMA),C2C(5),PNMA,PHILIPPINES,In Service,Telstra International POP,CHCC,JAPAN,In Service,Telstra International POP,EK,39.4,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 6 (PNMA - SGCH),C2C(6),SGCH,SINGAPORE,In Service,Telstra International POP,PNMA,PHILIPPINES,In Service,Telstra International POP,EK,25.43,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SEGMENT 7 (SGCH - HKCC),C2C(7),SGCH,SINGAPORE,In Service,Telstra International POP,HKCC,HONG KONG,In Service,Telstra International POP,EK,28.7,10,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SHIMA CLS TO EAC SHIMA CLS,C2C SHIMA CLS TO EAC SHIMA CLS,SMCC,JAPAN,In Service,Telstra International POP,JSOM,JAPAN,In Service,Telstra International POP,EK,0.11,10,Telstra International,this should be backhaul
Subsea,Yes,C2C CABLE NETWORK,C2C SOUTH RING1,C2C SOUTH RING1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SOUTH RING2,C2C SOUTH RING2,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SOUTH RING3,C2C SOUTH RING3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C SOUTH RING3P,C2C SOUTH RING3P,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2C TW CLS,C2C TW CLS,TTTJ,TAIWAN,In Service,Telstra International POP,TPEA,TAIWAN,In Service,Telstra International POP,EK,0.254,10,Telstra International,this should be backhaul
Subsea,Yes,C2C CABLE NETWORK,C2CD10TAI001,C2CD10TAI001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD10TAI003,C2CD10TAI003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA001,C2CD64HKGCHA001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA003,C2CD64HKGCHA003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA004,C2CD64HKGCHA004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA009,C2CD64HKGCHA009,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA010,C2CD64HKGCHA010,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA014,C2CD64HKGCHA014,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA0012,C2CD64HKGCHA0012,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHA0013,C2CD64HKGCHA0013,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHANP001,C2CD64HKGCHANP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64HKGCHANP002,C2CD64HKGCHANP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CD64SNGEQU001,C2CD64SNGEQU001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CHKGCHK <--> EACHKGCHA,C2CHKGCHK <--> EACHKGCHA,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CHKGCHK <--> EACHKGTSE,C2CHKGCHK <--> EACHKGTSE,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CNRNP001,C2CNRNP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CSRNP001,C2CSRNP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,C2CSRNP002,C2CSRNP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,TEMP C2C MAIN RING#5 (C2CMR0005),TEMP C2C MAIN RING#5 (C2CMR0005),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,TEMP C2C MAIN RING#6 (C2CMR0006),TEMP C2C MAIN RING#6 (C2CMR0006),ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,C2C CABLE NETWORK,TEMP C2C SOUTH RING3,TEMP C2C SOUTH RING3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC [HKEA TTPL],EAC [HKEA TTPL],TTPL,TAIWAN,In Service,Telstra International POP,HKEA,HONG KONG,In Service,Telstra International POP,PS,16.6,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC [JSOM TTPL],EAC [JSOM TTPL],TTPL,TAIWAN,In Service,Telstra International POP,JSOM,JAPAN,In Service,Telstra International POP,PS,24,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC [PCGD TTPL],EAC [PCGD TTPL],TTPL,TAIWAN,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,PS,17.8,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC1 OCG1,EAC1 OCG1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE001,EAC2AE001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE002,EAC2AE002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE003,EAC2AE003,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE004,EAC2AE004,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE005,EAC2AE005,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE006,EAC2AE006,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE007,EAC2AE007,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE008,EAC2AE008,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE009,EAC2AE009,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AE010,EAC2AE010,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AENP001,EAC2AENP001,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC2AENP002,EAC2AENP002,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT A+B (JSOM - TPEA),EAC(A+B),TPEA,TAIWAN,In Service,Telstra International POP,JSOM,JAPAN,In Service,Telstra International POP,PS,24,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT A+C (HKCK-JSOM),EAC(A+C),JSOM,JAPAN,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,33.8,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT B+C (HKCK-TPEA),EAC(B+C),TPEA,TAIWAN,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,16.6,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT D+E (HKCK-TPEA),EAC(D+E),TPEA,TAIWAN,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,16.6,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT D+F (HKCK - KSSR),EAC(D+F),KSSR,KOREA SOUTH,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,30.2,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT DF FP2,EAC(D+F),KSSR,KOREA SOUTH,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,30.2,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT DF+K,EAC(D+F+K),JAAJ,JAPAN,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,42.54,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT K (JAAJ - KSSR),EAC(K),KSSR,KOREA SOUTH,In Service,Telstra International POP,JAAJ,JAPAN,In Service,Telstra International POP,PS,28.66,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-1 SEGMENT L (JAAJ-JSOM),EAC(L),JSOM,JAPAN,In Service,Telstra International POP,JAAJ,JAPAN,In Service,Telstra International POP,PS,8.74,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-2 SEGMENT 2A1 (HKCK-SGCN),EAC(2A1),SGCN,SINGAPORE,In Service,Telstra International POP,HKCK,HONG KONG,In Service,Telstra International POP,PS,28.95,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-2 SEGMENT 2B1 (PCGD-TPEA),EAC(2B1),TPEA,TAIWAN,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,PS,17.8,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-2 SEGMENT 2B2 (PCGD-SGCN),EAC(2B2),SGCN,SINGAPORE,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,PS,26.28,10,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #1,EAC-JUS INTERCONNECT #1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #2,EAC-JUS INTERCONNECT #2,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #3,EAC-JUS INTERCONNECT #3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #7,EAC-JUS INTERCONNECT #7,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #8,EAC-JUS INTERCONNECT #8,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #9,EAC-JUS INTERCONNECT #9,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-JUS INTERCONNECT #10,EAC-JUS INTERCONNECT #10,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-KDDI INTERCONNECT #1,EAC-KDDI INTERCONNECT #1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #1,EAC-NTTC INTERCONNECT #1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #4,EAC-NTTC INTERCONNECT #4,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #5,EAC-NTTC INTERCONNECT #5,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #6,EAC-NTTC INTERCONNECT #6,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #7,EAC-NTTC INTERCONNECT #7,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-NTTC INTERCONNECT #8,EAC-NTTC INTERCONNECT #8,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #1,EAC-PC1 INTERCONNECT #1,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #2,EAC-PC1 INTERCONNECT #2,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #3,EAC-PC1 INTERCONNECT #3,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #5,EAC-PC1 INTERCONNECT #5,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #6,EAC-PC1 INTERCONNECT #6,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
Subsea,Yes,EAC CABLE NETWORK,EAC-PC1 INTERCONNECT #7,EAC-PC1 INTERCONNECT #7,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,ZZZZ,AFGHANISTAN,In Service,Customer Premises - Generic,NA,,,Telstra International,
